id,user_id,name,contact_no,city,state,pin_code,address,map_link,created_at,updated_at
214,44,NACOF,8486512810,PANIKHAITI,ASSAM,781026,"PANIKHAITI, LAHARPAR, NEAR SHIVAS WINE SHOP","https://www.google.com/maps/search/PANIKHAITI,+LAHARPAR,+NEAR+SIVAS+WINE+SHOP+ASSAM/@26.2005737,91.8599508,14z/data=!3m1!4b1?entry=ttu",2024-03-14T07:58:45.000000Z,2024-03-14T07:58:45.000000Z
215,34,"AGGARWAL BROTHERS",9997718069,RISHIKESH,UTTARAKHAND,249201,"170/2, ADARSH GRAM, KUMHARBARA","30.113865349742902, 78.29544274531786",2024-03-14T12:56:12.000000Z,2024-03-14T12:56:12.000000Z
216,34,"SHIVAM TRADERS",9837017252,NAJIBABAD,"UTTAR PRADESH",246763,"AJMAL KHAN ROAD, NEAR JAGGANNATH CHOWK","29.610877534349342, 78.34070610680855",2024-03-14T13:02:10.000000Z,2024-03-14T13:02:10.000000Z
217,34,"RADHIKA ENTERPRISES",9837111511,NAJIBABAD,"UTTAR PRADESH",246763,"MOHALLA MAKBARA, MOHALLA MAKBARA, RAILWAY ROAD","29.607416552584507, 78.34046954905277",2024-03-14T13:15:26.000000Z,2024-03-14T13:15:26.000000Z
218,34,"RAJ TRADERS",9897613894,Jwalapur,Uttarakhand,249408,"Anaj Mandi","29.921650859093653, 78.10406506857281",2024-03-14T13:44:44.000000Z,2024-03-14T13:44:44.000000Z
219,25,"BARKOLI RANGE SITARGANJ",9865174521,SITARGANJ,Uttarakhand,262405,"BARKOLI RANGE SITARGANJ","28.912064,79.681775",2024-03-14T14:00:07.000000Z,2024-03-14T14:00:07.000000Z
220,25,"LOKA, SITARGANJ",6345217856,SITARGANJ,Uttarakhand,262405,"LOKA, SITARGANJ","28.904139,79.688321",2024-03-14T14:06:10.000000Z,2024-03-14T14:06:10.000000Z
221,25,"Near Star , furniture house",6375846521,SITARGANJ,Uttarakhand,262405,"Near Star , furniture house, sitarganj","28.946628,79.698046",2024-03-14T14:09:20.000000Z,2024-03-14T14:09:20.000000Z
222,25,"malpuri sitarganj",6351452147,SITARGANJ,Uttarakhand,262405,"malpuri sitarganj","28.886733,79.703708",2024-03-14T14:13:37.000000Z,2024-03-14T14:13:37.000000Z
223,25,"NEW MANDI SITARGANJ",9854652514,SITARGANJ,Uttarakhand,262405,"NEW MANDI SITARGANJ","28.914964,79.700959",2024-03-14T14:18:09.000000Z,2024-03-14T14:18:09.000000Z
224,25,"Pipalia Nathu,Sitarganj",8965854752,SITARGANJ,Uttarakhand,262405,"Pipalia Nathu,Sitarganj","28.873899,79.708754",2024-03-14T14:23:49.000000Z,2024-03-14T14:23:49.000000Z
225,25,"TEGHARI SITARGANJ",7065215478,SITARGANJ,Uttarakhand,262405,"TEGHARI SITARGANJ","28.891886,79.731179",2024-03-14T14:29:52.000000Z,2024-03-14T14:29:52.000000Z
226,76,"bankelal bhaskar",9997493343,Hapur,"UTTAR PRADESH",244921,"Garhmukteshwar- Hapur","https://www.google.com/maps/dir/28.96271,79.3916043/Garh+Mukteshwar,+Uttar+Pradesh+245205/@28.8540862,77.4177482,8z/data=!3m1!4b1!4m10!4m9!1m1!4e1!1m5!1m1!1s0x390b7a182def25df:0xb7b1ccb48b0f1020!2m2!1d78.0823084!2d28.789221!3e0?entry=ttu",2024-03-15T09:58:34.000000Z,2024-03-15T09:58:34.000000Z
227,76,"Bansal Traders",8445600003,Kichha,Uttarakhand,263148,"Kichha (U.S. Nagar)","https://www.google.com/maps/dir/28.96271,79.3916043/Kichha,+Uttarakhand/@28.9382302,79.371086,12z/data=!3m1!4b1!4m10!4m9!1m1!4e1!1m5!1m1!1s0x39a07b81aec3b095:0x80b213fa3dffe4ac!2m2!1d79.5153705!2d28.9115087!3e0?entry=ttu",2024-03-15T10:12:13.000000Z,2024-03-15T10:12:13.000000Z
228,76,"Dwarika Trading Company",9958376042,"New Delhi",Delhi,110033,"Jahangirpuri, New Delhi","https://www.google.com/maps/dir//Jahangirpuri,+Delhi,+110033/@28.7286098,77.166959,15z/data=!4m8!4m7!1m0!1m5!1m1!1s0x390d01ea1adeaa4d:0x6adf0aec6fc00a2c!2m2!1d77.1666313!2d28.7296171?entry=ttu",2024-03-15T11:52:04.000000Z,2024-03-15T11:52:04.000000Z
229,76,"Bhagwan Trading company",9837097200,Bareilly,"Uttar Pradesh",243001,Bareilly,"https://www.google.com/maps/dir//Satellite+Bus+Station,+Pilibhit+Bypass+Rd,+Sindhu+Nagar,+Bareilly,+Uttar+Pradesh+243005/data=!4m7!4m6!1m1!4e2!1m2!1m1!1s0x39a001324ae79dab:0xc0202c0861902fa0!3e0?sa=X&ved=1t:3747&ictx=111",2024-03-15T12:00:49.000000Z,2024-03-15T12:00:49.000000Z
230,76,"M S ENTERPRISES",9997005420,Rampur,"Uttar Pradesh",244925,"Tanda- Rampur","https://www.google.com/maps/dir/28.96271,79.3916043/Tanda,+Uttar+Pradesh/@28.8958026,78.8369568,10z/data=!3m1!4b1!4m10!4m9!1m1!4e1!1m5!1m1!1s0x390a5f4541d16231:0x3fb5a0a7fb752c1e!2m2!1d78.9429666!2d28.9752101!3e0?entry=ttu",2024-03-15T12:23:18.000000Z,2024-03-15T12:23:18.000000Z
231,76,"Guru Kripa Enterprises",9760045140,Rudrapur,Uttarakhand,263153,"Rudrapur- U.S. Nagar (Uttarakhand) 263153",https://maps.app.goo.gl/kUjGYzncbmnGKcYz6,2024-03-15T12:34:00.000000Z,2024-03-15T12:34:00.000000Z
232,76,"Ridhi Enterprises",9927702130,Bareilly,"UTTAR PRADESH",243504,"Sirondh Choraha, Meerganj Distt- Bareilly",https://maps.app.goo.gl/AKhvLaDRZ5usFcdW6,2024-03-15T12:41:44.000000Z,2024-03-15T12:41:44.000000Z
233,76,"Ram Nath Jagdish Saran",8433464810,"Shahabad- Rampur","UTTAR PRADESH",244922,"Shahabad (Rampur)","https://www.google.com/maps/dir//Rampur,+Uttar+Pradesh+244901/@28.7931146,79.0248742,13z/data=!4m8!4m7!1m0!1m5!1m1!1s0x390af2b557813115:0xc4046b93c3e02d1a!2m2!1d79.0220287!2d28.798299?entry=ttu",2024-03-15T12:46:23.000000Z,2024-03-15T12:46:23.000000Z
234,76,"Tirupati Wheat Products Private Limited",8445600003,Bilaspur,"Uttar Pradesh",244921,"Bilaspur Distt- Rampur (Uttar Pradesh) 244921","https://www.google.com/maps/dir//Bilaspur,+Uttar+Pradesh+244921/@28.8877864,79.2631947,14.75z/data=!4m8!4m7!1m0!1m5!1m1!1s0x390a8417d29a3d59:0x2b289acbd0e6af1c!2m2!1d79.2648481!2d28.8864288?entry=ttu",2024-03-15T12:56:20.000000Z,2024-03-15T12:56:20.000000Z
235,80,"BARKOLI RANGE SITARGANJ",7060384857,SITARGANJ,Uttarakhand,262405,"BARKOLI RANGE SITARGANJ","28.912064,79.681775",2024-03-15T13:25:48.000000Z,2024-03-15T13:25:48.000000Z
236,80,"BIJTI ROAD ,SITARGANJ",7017550082,SITARGANJ,Uttarakhand,262405,"BIJTI ROAD ,SITARGANJ","28.917189,79.718961",2024-03-15T13:31:19.000000Z,2024-03-15T13:31:19.000000Z
237,80,"BAGHORI SITARGANJ",7351260375,SITARGANJ,Uttarakhand,262405,"BAGHORI SITARGANJ","28.913709,79.725634",2024-03-15T13:34:32.000000Z,2024-03-15T13:34:32.000000Z
238,80,"DADHA , SITARGANJ",9865214578,SITARGANJ,Uttarakhand,262405,"DADHA , SITARGANJ","28.900444,79.702576",2024-03-15T13:38:21.000000Z,2024-03-15T13:38:21.000000Z
239,80,"MAIN ROAD , SITARGANJ",9837355681,SITARGANJ,Uttarakhand,262405,"MAIN ROAD , SITARGANJ","28.917797,79.701894",2024-03-15T13:41:44.000000Z,2024-03-15T13:41:44.000000Z
240,80,"SITARGANJ,UK",6396047720,SITARGANJ,Uttarakhand,262405,"SITARGANJ,UK","28.923289,79.701772",2024-03-15T13:45:08.000000Z,2024-03-15T13:45:08.000000Z
241,80,"SITARGANJ, UTTARAKHAND",9568699910,SITARGANJ,Uttarakhand,262405,SITARGANJ,"28.926418,79.701944",2024-03-15T13:49:26.000000Z,2024-03-15T13:49:26.000000Z
242,80,"Near Star , furniture house",8077067832,SITARGANJ,Uttarakhand,262405,"Near Star , furniture house, sitarganj","28.946628,79.698046",2024-03-15T13:52:26.000000Z,2024-03-15T13:52:26.000000Z
243,80,"malpuri sitarganj",9837355681,SITARGANJ,Uttarakhand,262405,"malpuri sitarganj","28.886733,79.703708",2024-03-15T13:56:41.000000Z,2024-03-15T13:56:41.000000Z
244,80,"BAWANPURI SITARGANJ",6352148579,SITARGANJ,Uttarakhand,262405,"BAWANPURI SITARGANJ","28.939756,79.704289",2024-03-15T14:02:26.000000Z,2024-03-15T14:02:26.000000Z
245,80,"WARD NO.6 SITARGANJ BAWANPURI",7017550082,SITARGANJ,Uttarakhand,262405,"WARD NO.6 SITARGANJ BAWANPURI","28.935742,79.700298",2024-03-15T14:12:11.000000Z,2024-03-15T14:12:11.000000Z
246,80,"Pipalia Nathu,Sitarganj",7060384857,SITARGANJ,Uttarakhand,262405,"Pipalia Nathu,Sitarganj","28.873899,79.708754",2024-03-15T14:19:51.000000Z,2024-03-15T14:19:51.000000Z
247,80,"TEGHARI SITARGANJ",9568699910,SITARGANJ,Uttarakhand,262405,"TEGHARI SITARGANJ","28.891886,79.731179",2024-03-15T14:25:50.000000Z,2024-03-15T14:25:50.000000Z
248,80,"MEENA BAZAR, SITARGANJ",9856235147,SITARGANJ,Uttarakhand,262405,"MEENA BAZAR, SITARGANJ","28.927607,79.705985",2024-03-15T14:28:32.000000Z,2024-03-15T14:28:32.000000Z
249,13,UK06CA6074_LALPUR,8273179076,LALPUR,UTTARAKHAND,263148,"KICHHA ROAD, LALPUR",https://maps.app.goo.gl/F8cuhTotFaD7SBqC8,2024-03-15T15:48:47.000000Z,2024-03-15T15:48:47.000000Z
250,13,"UK06CB0694_SHIMLA PISTAUR",8840588477,RUDRAPUR,UTTARAKHAND,263153,"SHIMLA PISTAUR, RUDRAPUR",https://maps.app.goo.gl/y8KGaCNpqV5ecNEx8,2024-03-15T15:56:40.000000Z,2024-03-15T15:56:40.000000Z
251,13,"UK06CB0694_RAMESHPUR ROAD & LALPUR",8840588477,LALPUR,UTTARAKHAND,263148,"RAMESHPUR ROAD, RAMESHPUR",https://maps.app.goo.gl/FCgkJY5DiGEv46bu6,2024-03-15T16:00:45.000000Z,2024-03-15T16:00:45.000000Z
252,13,UK06CB0694_KICHHA,8840588477,KICHHA,UTTARAKHAND,263148,KICHHA,https://maps.app.goo.gl/UTmuLBQn6ySR7Hjs5,2024-03-15T16:08:27.000000Z,2024-03-15T16:08:27.000000Z
253,13,"UK06CA6074_BILASPUR RD, RUDRAPUR",8273179076,RUDRAPUR,UTTARAKHAND,263153,"BILASPUR ROAD, RUDRAPUR",https://maps.app.goo.gl/q8643rzzgjGPrhAD6,2024-03-15T16:16:43.000000Z,2024-03-15T16:16:43.000000Z
254,80,"PANDARI SITARGANJ",7017550082,SITARGANJ,Uttarakhand,262405,"PANDARI SITARGANJ GAUTHA","28.908796,79.691751",2024-03-16T05:58:41.000000Z,2024-03-16T05:58:41.000000Z
255,80,"WARD NO.3 CHAND COLONY SITARGANJ",9568699910,SITARGANJ,Uttarakhand,262405,"WARD NO.3 CHAND COLONY SITARGANJ","28.934117,79.704283",2024-03-16T06:02:19.000000Z,2024-03-16T06:02:19.000000Z
256,80,"KHATIMA BYPASS SITARGANJ",9837355681,SITARGANJ,Uttarakhand,262405,"KHATIMA BYPASS SITARGANJ","28.917248,79.702214",2024-03-16T06:07:16.000000Z,2024-03-16T06:07:16.000000Z
257,80,"CHINTI MAJRA SITARGANJ",9568699910,SITARGANJ,Uttarakhand,262405,"CHINTI MAJRA SITARGANJ","28.936622,79.705962",2024-03-16T06:18:24.000000Z,2024-03-16T06:18:24.000000Z
258,80,"MEENA BAZAR, SITARGANJ",7060384857,SITARGANJ,Uttarakhand,262405,"MEENA BAZAR, SITARGANJ","28.927607,79.705985",2024-03-16T06:25:54.000000Z,2024-03-16T06:25:54.000000Z
259,49,"YADAV NAGAR",7840026001,DELHI,DELHI,110042,"YADAV NAGAR","https://www.google.com/maps/place/D+Block,+Yadav+Nagar,+Samaypur,+Delhi,+110042/@28.7494747,77.1411096,16.82z",2024-03-16T07:20:26.000000Z,2024-03-16T07:20:26.000000Z
260,13,"Shree Ji Agro Industries, Muzaffarnagar, U.P.",9045111511,Muzaffarnagar,"Uttar Pradesh",251003,"KHASRA NO. 1034,1036, Vehalna, Muzaffarnagar",https://maps.app.goo.gl/f1TCvzSQi8TNYicW9,2024-03-16T09:52:10.000000Z,2024-03-16T09:52:10.000000Z
261,25,"SITARGANJ NEAR BY - GOVERMENT HOSPITAL",8077067832,SITARGANJ,Uttarakhand,262405,"SITARGANJ NEAR BY - GOVERMENT HOSPITAL",28.929326.79.710749,2024-03-16T10:08:23.000000Z,2024-03-16T10:08:23.000000Z
262,25,"CHANDA COLONY NEAR S.M SCHOOL , SITARGANJ",7060384857,SITARGANJ,Uttarakhand,262405,"CHANDA COLONY NEAR S.M SCHOOL , SITARGANJ","28.934117,79.704283",2024-03-16T10:21:19.000000Z,2024-03-16T10:21:19.000000Z
263,76,"Aastha Trader's",9837523484,Bilaspur/Rampur,"UTTAR PRADESH",244921,"Bilaspur Distt- Rampur (Uttar Pradesh) 244921","https://www.google.com/maps/place/Bilaspur,+Uttar+Pradesh+244921/data=!4m2!3m1!1s0x390a8417d29a3d59:0x2b289acbd0e6af1c?sa=X&ved=1t:242&ictx=111",2024-03-16T10:31:54.000000Z,2024-03-16T10:31:54.000000Z
264,76,"Shree Sai Trader's",9719202061,Bilaspur/Rampur,"UTTAR PRADESH",244921,"Bilaspur Distt- Rampur (Uttar Pradesh) 244921","https://www.google.com/maps/place/Bilaspur,+Uttar+Pradesh+244921/data=!4m2!3m1!1s0x390a8417d29a3d59:0x2b289acbd0e6af1c?sa=X&ved=1t:242&ictx=111",2024-03-16T10:33:26.000000Z,2024-03-16T10:33:26.000000Z
265,76,"Jai Ganpati Traders",9761048310,Bilaspur/Rampur,"UTTAR PRADESH",244921,"Bilaspur Distt- Rampur (Uttar Pradesh) 244921","https://www.google.com/maps/place/Bilaspur,+Uttar+Pradesh+244921/data=!4m2!3m1!1s0x390a8417d29a3d59:0x2b289acbd0e6af1c?sa=X&ved=1t:242&ictx=111",2024-03-16T10:33:47.000000Z,2024-03-16T10:33:47.000000Z
266,25,"WARD NO.3 ISLAM GINNI CONVENT SITARGANJ",7017550082,SITARGANJ,Uttarakhand,262405,"WARD NO.3 ISLAM GINNI CONVENT SITARGANJ","28.928997,79.708148",2024-03-16T14:14:37.000000Z,2024-03-16T14:14:37.000000Z
267,13,UK06CA6074_KICHHA,9568323156,KICHHA,UTTARAKHAND,263148,KICHHA,https://maps.app.goo.gl/UrUTZ8b7mXoopG4i9,2024-03-16T16:08:16.000000Z,2024-03-16T16:08:16.000000Z
268,76,"Rakesh Traders",9457013044,Bareilly,"UTTAR PRADESH",243001,"17, KRISHNAYAN COLONY, DELAPEER ROAD, BAREILLY",https://maps.app.goo.gl/Wkguwi7AMqfptJWg9,2024-03-17T06:52:53.000000Z,2024-03-17T06:52:53.000000Z
269,34,"J P JAIN ENTERPRISES",9719451175,Kotdwara,UTTARAKHAND,246149,"Najibabad Road","29.736128651703687, 78.51348721089438",2024-03-17T07:16:04.000000Z,2024-03-17T07:16:04.000000Z
270,15,"Meerut City Mobile Van",6395537119,Meerut,UP,250002,"Meerut City Mobile Van","https://www.google.com/maps/dir/Meerut/Meerut,+Uttar+Pradesh/@28.9845306,77.6652138,13z/data=!3m1!4b1!4m14!4m13!1m5!1m1!1s0x390c64f457b66325:0x42faa83387a6be5e!2m2!1d77.7064137!2d28.9844618!1m5!1m1!1s0x390c64f457b66325:0x42faa83387a6be5e!2m2!1d77.7064137!2d28.9844618!3e0?entry=ttu",2024-03-17T07:53:13.000000Z,2024-03-17T07:53:13.000000Z
271,25,"Majhola sitarganj",9837355681,SITARGANJ,Uttarakhand,262405,"Majhola sitarganj",2892350979711984,2024-03-17T10:53:20.000000Z,2024-03-17T10:53:20.000000Z
272,93,"SHRI MAHALAXMI AGRO SEEDS",9837009960,BAZPUR,UTTRAKHAND,262401,"BERIA ROAD BAZPUR",GGUGU,2024-03-17T12:30:10.000000Z,2024-03-17T12:30:10.000000Z
273,13,UK06CB0694_LALPUR,9568323156,RUDRAPUR,UTTARAKHAND,263148,"KICHHA ROAD, LALPUR",https://maps.app.goo.gl/x16Y8EmPAbr96JtR7,2024-03-17T16:12:00.000000Z,2024-03-17T16:12:00.000000Z
274,13,"UK06CA6074_BIGWARA & FULSUNGI",8273179076,RUDRAPUR,UTTARAKHAND,263153,"BIGWARA, FULSUNGI RUDRAPUR",https://maps.app.goo.gl/mt15R3GsgB2jjFf88,2024-03-17T16:45:04.000000Z,2024-03-17T16:45:04.000000Z
277,76,"Krishna Sales",9927165961,Ramnagar,Uttarakhand,244715,"Ramnagar Distt- Nainital (Uttarakhand)  244715",https://maps.app.goo.gl/nvV7gM42awyxE4gC7,2024-03-18T12:46:00.000000Z,2024-03-18T12:46:00.000000Z
278,39,"MATSYANAGAR FARMER PRODUCER COMPANY LIMITED",9057721173,"Laxmangarh Alwar",RAJASTHAN,301023,"Chigrawali Mod, Tehsil-Laxmangarh",https://maps.app.goo.gl/XmS6zaVYTFLCbeyz6,2024-03-18T14:14:06.000000Z,2024-03-18T14:14:06.000000Z
279,34,"JAI BHAWANI TRADERS",9837032604,NAJIBABAD,"UTTAR PRADESH",246763,"HARIDWAR ROAD, NEAR TEMPO STAND","29.609959806991764, 78.33561753209817",2024-03-18T14:18:09.000000Z,2024-03-18T14:18:09.000000Z
280,13,"Vinayak Trading Co., Muzaffarnagar (U.P.)",9105110000,Muzaffarnagar,"Uttar Pradesh",251002,"Opp. Dalu Devta, Shamli Road,Vill. Khanjapur, Muzaffarnagar",https://maps.app.goo.gl/jXnp2CQLf9wCaiWW7,2024-03-18T17:07:12.000000Z,2024-03-18T17:07:12.000000Z
281,76,"Shri Sai Traders",9045274153,"Badli Tanda","UTTAR PRADESH",244925,"Badli Tanda- Rampur (Uttar Pradesh) 244925",https://maps.app.goo.gl/qjx9zFMFVKmwc99T6,2024-03-19T04:55:47.000000Z,2024-03-19T04:55:47.000000Z
282,19,"DELHI STATE CONSUMERS CO OPERATIVE FEDERATION LTD. PALAM,DWARKA- (RAI)",9811013204,"New Delhi",Delhi,110077,"Palam Dwarka",https://maps.app.goo.gl/PsA2KFrMwAPK7tBPA,2024-03-19T09:21:58.000000Z,2024-03-19T09:21:58.000000Z
283,41,"SAINI KIRANA STORE",7055880008,BAZPUR,UTTARAKHAND,262401,MAHESHPURA,"29.1377027,79.0924644,15z/data=!4m10!1m2!2m1!1sSaini+Kiran+Store+MAHESPURA+BAZPUR!3m6!1s0x390a67c1fafb0b73:0x4dffb9d6ba70cd0!8m2!3d29.1394471!4d79.1094137!15sCiJTYWluaSBLaXJhbiBTdG9yZSBNQUhFU1BVUkEgQkFaUFVSkgENZ2VuZXJhbF9zdG9yZeABAA!16s%2Fg%2F11rw7clg1f?entry=ttu",2024-03-19T11:35:29.000000Z,2024-03-19T11:35:29.000000Z
284,19,"KENDRIYA BHANDAR PUSHPA BHAWAN (RAI)",9811991599,DELHI,DELHI,110062,"PUSHPA BHAWAN MADANGIRI ROAD",https://maps.app.goo.gl/9j2BZ3qQwterbfXk7,2024-03-19T12:37:12.000000Z,2024-03-19T12:37:12.000000Z
285,19,"KENDRIYA BHANDAR FARIDABAD (RAI)",8700268378,FARIDABAD,HARYANA,121010,"KENDRIYA BHANDAR FARIDABAD-121010",https://maps.app.goo.gl/RNMBn15kzVMZwPLU8,2024-03-19T12:39:22.000000Z,2024-03-19T12:39:22.000000Z
286,19,"CMUNITY INNOVATIONS PVT LTD GURUGRAM (RAI)",9654855583,GURUGRAM,HARYANA,122001,"VILL. KHANDSA BEGAMPUR KHATOLA GURUGRAM HARYANA 122001",https://maps.app.goo.gl/DU2hTae69fLGSmNw5,2024-03-19T12:42:09.000000Z,2024-03-19T12:42:09.000000Z
287,19,"SHRI MAHAKAL AGRO FOODS NARELA (RAI)",9806340600,DELHI,DELHI,110040,"NEAR MANSA DEVI MANDIR SBM TOILET NARELA DELHI",https://maps.app.goo.gl/83ZZPY57E7cQfaTX9,2024-03-19T12:44:37.000000Z,2024-03-19T12:44:37.000000Z
288,13,"Vardhman Traders, Kandhla, Shamli (U.P.)",9760364668,Shamli,"Uttar Pradesh",247775,"Kandhla , Shamli",https://maps.app.goo.gl/exWnrBYjGZZPwCS7A,2024-03-19T16:36:58.000000Z,2024-03-19T16:36:58.000000Z
289,13,"Nujhat Traders, Moradabad (U.P.)",9119788786,Moradabad,"Uttar Pradesh",244926,"POST OFFICE AKKA DILARI, MUNDAPANDHEY CHAMARPUR DAN",https://maps.app.goo.gl/FTZAXP7Dq3zoVZcZA,2024-03-19T17:00:39.000000Z,2024-03-19T17:00:39.000000Z
290,34,"Imran Traders",9917571046,Bijnor,"Uttar Pradesh",246701,"Near Kwaza Masjid, Bukhara Road, Mohd. Ravidas Nagar","29.373369764763655, 78.14147697758996",2024-03-20T05:06:53.000000Z,2024-03-20T05:06:53.000000Z
